TITULAR;UNIDAD;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ACCIDENTE;CATEGORIA;FECHA_ACCIDENTE;FECHA_FALLECIMIENTO
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDEAN 07 10;PUNO;LAMPA;PALCA;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS;;6/02/2020;6/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDAGUA 3;AREQUIPA;CONDESUYOS;CAYARANI;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;6/02/2020;6/02/2020
REVOREDO GARCIA CALDERON HUGO RENE;BENJAMIN;LIMA;HUAROCHIRI;SAN MATEO;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;;8/02/2020;8/02/2020
MINERA YANACOCHA S.R.L.;ANNA GABRIELLE CINCUENTAICINCO;CAJAMARCA;SAN MIGUEL;CATILLUC;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;8/02/2020;8/02/2020
MINERA YANACOCHA S.R.L.;ANNA GABRIELLE CINCUENTAICINCO;CAJAMARCA;SAN MIGUEL;CATILLUC;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;8/02/2020;14/02/2020
REVOREDO GARCIA CALDERON HUGO RENE;BENJAMIN;LIMA;HUAROCHIRI;SAN MATEO;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;8/02/2020;8/02/2020
MINERA YANACOCHA S.R.L.;ANNA GABRIELLE CINCUENTAICINCO;CAJAMARCA;SAN MIGUEL;CATILLUC;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;8/02/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANCOYO;AREQUIPA;CASTILLA;CHACHAS;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;10/02/2020;10/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDAGUA 1;AREQUIPA;CONDESUYOS;CAYARANI;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETO;;10/02/2020;15/02/2020
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;11/02/2020;11/02/2020
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;11/02/2020;11/02/2020
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;11/02/2020;6/02/2020
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;11/02/2020;11/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 7B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS;;11/02/2020;2/02/2020
COMPAÑIA MINERA PODEROSA S.A.;ALOSAURIOS 118;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETO;;11/02/2020;25/05/2020
MINERA CUPROCOCHA S.R.L.;GAROTA 8A;AREQUIPA;AREQUIPA;POLOBAYA;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);;12/02/2020;12/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;ATRAPADA POR UN OBJETO;;14/02/2020;14/02/2020
MINERA YANACOCHA S.R.L.;ANNA GABRIELLE CINCUENTAICINCO;CAJAMARCA;SAN MIGUEL;CATILLUC;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;;14/02/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 5B;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;20/02/2020;20/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 5B;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;20/02/2020;20/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 5B;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;20/02/2020;20/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;;21/02/2020;21/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 5B;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;21/02/2020;21/02/2020
MINERA YUNCAN S.R.L.;NIÑO II;LIMA;YAUYOS;LARAOS;OTRAS CAÍDAS DE OBJETOS;Gran y Mediana Minería;5/03/2020;15/03/2020
MINERA YANACOCHA S.R.L.;SOLITARIO;CAJAMARCA;CAJAMARCA;ENCAÑADA;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;Gran y Mediana Minería;12/04/2020;4/12/2020
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA;LA LIBERTAD;SANCHEZ CARRION;SARTIMBAMBA;ATRAPADA POR UN OBJETO;;10/05/2020;10/05/2020
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;ATRAPADA POR UN OBJETO;;20/05/2020;12/05/2020
COMPAÑIA MINERA PODEROSA S.A.;DANIEL;SAN MARTIN;TOCACHE;SHUNTE;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS;;5/06/2020;10/06/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETO;;16/08/2020;16/08/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANCOYO III;AREQUIPA;CASTILLA;CHOCO;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;;24/08/2020;1/12/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;ATRAPADA POR UN OBJETO;;24/08/2020;1/12/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDEAN 12 10;PUNO;LAMPA;PARATIA;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);Gran y Mediana Minería;20/12/2020;20/12/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDEAN 12 10;PUNO;LAMPA;PARATIA;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);Gran y Mediana Minería;20/12/2020;19/11/2020
COMPAÑIA MINERA MARMOLES S.C.R.L.;ROGER ANGEL Nº 1;JUNIN;YAULI;PACCHA;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;Pequeña Minería;29/12/2020;29/12/2020
MINERA YANACOCHA S.R.L.;ALMARIS 01;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;PISADAS SOBRE OBJETOS;Gran y Mediana Minería;4/01/2021;4/01/2021
MINERA YANACOCHA S.R.L.;VINO BLANCO;CAJAMARCA;CELENDIN;SOROCHUCO;ATRAPADA POR UN OBJETO;Gran y Mediana Minería;5/01/2021;5/01/2021
MINERA YANACOCHA S.R.L.;ALMARIS 02;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);Gran y Mediana Minería;5/01/2021;5/01/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;APUÑE;AREQUIPA;CASTILLA;CHILCAYMARCA;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR);Gran y Mediana Minería;6/01/2021;8/01/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;APUÑE;AREQUIPA;CASTILLA;CHILCAYMARCA;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR);Gran y Mediana Minería;6/01/2021;7/01/2021
MINERA YANACOCHA S.R.L.;TINAJAS;CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETO;Gran y Mediana Minería;6/01/2021;6/01/2021
MINERA YANACOCHA S.R.L.;ALMARIS 03;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;Gran y Mediana Minería;24/01/2021;25/01/2021
MINERA YANACOCHA S.R.L.;ALMARIS 05;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR);Gran y Mediana Minería;25/01/2021;26/01/2021
MINERA YANACOCHA S.R.L.;ALMARIS 05;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR);Gran y Mediana Minería;25/01/2021;25/01/2021
MINERA YANACOCHA S.R.L.;ALMARIS 01;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;Gran y Mediana Minería;25/01/2021;25/01/2021
MINERA YANACOCHA S.R.L.;ANNA GABRIELLE DOS;CAJAMARCA;CAJAMARCA;CAJAMARCA;ATRAPADA POR UN OBJETO;Gran y Mediana Minería;27/01/2021;28/01/2021
MINERA YANACOCHA S.R.L.;ANNA GABRIELLE DOS;CAJAMARCA;CAJAMARCA;CAJAMARCA;ATRAPADA POR UN OBJETO;Gran y Mediana Minería;27/01/2021;27/01/2021
MINERA YANACOCHA S.R.L.;ALMARIS 01;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;Gran y Mediana Minería;16/02/2021;16/02/2021
MINERA YANACOCHA S.R.L.;ACUMULACION CHAQUICOCHA;CAJAMARCA;CAJAMARCA;ENCAÑADA;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS;Gran y Mediana Minería;16/02/2021;16/02/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;CHINGUIRITO 2;PIURA;PIURA;TAMBO GRANDE;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;Gran y Mediana Minería;16/02/2021;16/02/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANC 07;ANCASH;RECUAY;CATAC;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;Gran y Mediana Minería;16/02/2021;17/02/2021
MINERA YANACOCHA S.R.L.;ANNA GABRIELLE DIEZ;CAJAMARCA;CAJAMARCA;ENCAÑADA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;Gran y Mediana Minería;17/02/2021;17/02/2021
COMPAÑIA MINERA KOLPA S.A.;CARHUANCHO 2017;HUANCAVELICA;HUAYTARA;PILPICHACA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);Gran y Mediana Minería;8/03/2021;8/03/2021
COMPAÑIA MINERA KOLPA S.A.;CARHUANCHO 2017;HUANCAVELICA;HUAYTARA;PILPICHACA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);Gran y Mediana Minería;8/03/2021;8/03/2021
COMPAÑIA MINERA KOLPA S.A.;AMELIA PRIMERA 2011;HUANCAVELICA;ANGARAES;LIRCAY;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;Gran y Mediana Minería;9/03/2021;8/03/2021
COMPAÑIA MINERA KOLPA S.A.;ESCOPETA;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;ATRAPADA POR UN OBJETO;Gran y Mediana Minería;15/03/2021;17/03/2021
COMPAÑIA MINERA KOLPA S.A.;AMELIA PRIMERA 2011;HUANCAVELICA;ANGARAES;LIRCAY;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR);Gran y Mediana Minería;16/03/2021;16/03/2021
COMPAÑIA MINERA KOLPA S.A.;CARHUANCHO 2017;HUANCAVELICA;HUAYTARA;PILPICHACA;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);Gran y Mediana Minería;16/03/2021;16/03/2021
COMPAÑIA MINERA KOLPA S.A.;AMELIA PRIMERA 2011;HUANCAVELICA;ANGARAES;LIRCAY;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;Gran y Mediana Minería;17/03/2021;16/03/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION JULCANI;HUANCAVELICA;ANGARAES;CCOCHACCASA;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);Gran y Mediana Minería;15/06/2021;20/06/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANC 01;ANCASH;RECUAY;PAMPAS CHICO;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;Gran y Mediana Minería;18/06/2021;18/06/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANC 06C;ANCASH;BOLOGNESI;CAJACAY;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;Gran y Mediana Minería;18/06/2021;18/06/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDEAN 12 10;PUNO;LAMPA;PARATIA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);Gran y Mediana Minería;19/06/2021;19/06/2021
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AP 2015-01;AYACUCHO;LUCANAS;PUQUIO;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;Gran y Mediana Minería;20/06/2021;20/06/2021
